gene_id;OxvsUn_log2FoldChange;OxvsUn_padj;LorvsUn_log2FoldChange;LorvsUn_padj;Cmpd8vsUn_log2FoldChange;Cmpd8vsUn_padj;Cmpd8_OxvsUn_log2FoldChange;Cmpd8_OxvsUn_padj;Lor_OxvsUn_log2FoldChange;Lor_OxvsUn_padj;OxvsCmpd8_log2FoldChange;OxvsCmpd8_padj;Cmpd8_OxvsOx_log2FoldChange;Cmpd8_OxvsOx_padj;Lor_OxvsOx_log2FoldChange;Lor_OxvsOx_padj;OxvsLor_log2FoldChange;OxvsLor_padj;Cmpd8vsLor_log2FoldChange;Cmpd8vsLor_padj;Cmpd8_OxvsLor_log2FoldChange;Cmpd8_OxvsLor_padj;Lor_OxvsLor_log2FoldChange;Lor_OxvsLor_padj;Cmpd8_OxvsCmpd8_log2FoldChange;Cmpd8_OxvsCmpd8_padj;Lor_OxvsCmpd8_log2FoldChange;Lor_OxvsCmpd8_padj;Lor_OxvsCmpd8_Ox_log2FoldChange;Lor_OxvsCmpd8_Ox_padj;gene_name;gene_chr;gene_start;gene_end;gene_strand;gene_length;gene_biotype;gene_description;tf_family
SA_RS06095;-0.087184871;0.998919387;-0.022950573;0.991471563;0.264040389;0.957901974;0.151624102;0.781884041;-0.284494148;0.273416407;-0.352207263;0.73092142;0.246082866;0.822410627;-0.198915072;0.600753403;-0.065801646;0.924983686;0.286840714;0.741587836;0.168634124;0.999777863;-0.274658598;0.571076417;-0.114458477;0.999670027;-0.552816067;0.083708007;-0.45478767;0.224776316;acpP;NC_002745.2;1215918;1216151;+;234;protein_coding;acyl carrier protein && PF00550:Phosphopantetheine attachment site;PP-binding
SA_RS06100;-0.491261518;0.894111759;-0.212320479;0.794883799;-0.140081758;0.999892985;-0.229258087;0.717651173;0.049735303;0.91713203;-0.353761918;0.965632029;0.269597162;0.889234992;0.540213662;0.192820138;-0.283001103;0.768285034;0.071117776;0.995018862;-0.022868415;0.999777863;0.248487572;0.795049282;-0.091518464;0.999670027;0.184197236;0.761400171;0.260579466;0.703077815;rnc;NC_002745.2;1216267;1216998;+;732;protein_coding;ribonuclease III && PF14622:Ribonuclease-III-like|PF00035:Double-stranded RNA binding motif;-
SA_RS06105;-0.328878533;0.998919387;0.178559945;0.720699835;-0.097301115;0.999892985;-0.418772361;0.382450258;-0.35853717;0.309420847;-0.231411736;0.999998795;-0.084967454;0.989089165;-0.03121232;0.966335677;-0.507304351;0.102040083;-0.275034102;0.831547606;-0.602408434;0.310514619;-0.549579157;0.122725868;-0.323972159;0.999670027;-0.264488156;0.620097743;0.044054276;0.965515511;smc;NC_002745.2;1217145;1220711;+;3567;protein_coding;chromosome segregation protein SMC && PF02463:RecF/RecN/SMC N terminal domain|PF06470:SMC proteins Flexible Hinge Domain;SMC_N
SA_RS06110;-0.203558336;0.998919387;0.244831502;0.465819678;0.019194455;0.999892985;-0.235721195;0.614447323;-0.357009309;0.202036717;-0.222324001;0.999998795;-0.027258423;0.998335204;-0.156195189;0.730663298;-0.44812555;0.202014534;-0.224878152;0.866120173;-0.485275736;0.502770253;-0.614040681;0.028040906;-0.256653196;0.999670027;-0.37900601;0.366044955;-0.138140537;0.841751381;ftsY;NC_002745.2;1220711;1221961;+;1251;protein_coding;signal recognition particle-docking protein FtsY && PF02881:SRP54-type protein, helical bundle domain|PF00448:SRP54-type protein, GTPase domain;-
SA_RS06115;-0.128946994;0.998919387;0.386446575;0.512131918;-0.031949684;0.999892985;-0.21976538;0.723045108;-0.215288075;0.586085981;-0.098514253;0.999998795;-0.084952818;0.989089165;-0.089109485;0.878218973;-0.514381928;0.333887729;-0.415861511;0.621041593;-0.610144228;0.627472311;-0.615495163;0.26200078;-0.190355262;0.999670027;-0.187119046;0.669658034;-0.013329926;0.986741719;ABD30311.1;NC_002745.2;1221948;1222280;+;333;protein_coding;putative DNA-binding protein && PF04297:Putative helix-turn-helix protein, YlxM / p13 like;-
SA_RS06120;-0.141906201;0.998919387;0.399240764;0.050500188;0.133027403;0.999892985;0.133466615;0.717174232;0.332064003;0.217834744;-0.273636894;0.892870231;0.280333105;0.571202388;0.471778855;0.113632025;-0.54049484;0.053757633;-0.26579708;0.671631253;-0.271285707;0.888288759;-0.078862469;0.903889317;-0.000827224;0.999670027;0.199039766;0.630773944;0.183235315;0.687690608;ffh;NC_002745.2;1222306;1223673;+;1368;protein_coding;signal recognition particle protein && PF02978:Signal peptide binding domain|PF00448:SRP54-type protein, GTPase domain|PF02881:SRP54-type protein, helical bundle domain;-
Novel00183;0.667672547;1;0.294780382;1;0.268825784;1;-0.826063199;1;-0.684336248;1;0.405733932;1;-1.500849976;0.825655775;-1.354230584;1;0.383135582;1;-0.022607888;1;-1.117604295;0.999777863;-0.999554213;1;-1.099283569;1;-0.938069165;1;0.117645442;1;Novel00183;NC_002745.2;1222901;1223048;-;148;-;PF00448:SRP54-type protein, GTPase domain;-
Novel00184;1.323191438;1;0.618100994;1;-0.117698698;1;0.658970455;1;2.002304906;1;1.454240575;1;-0.666068511;0.989089165;0.679897394;1;0.703793106;1;-0.744388488;1;0.029775041;0.999777863;1.379098613;1;0.778338794;1;2.140234084;1;1.336572288;1;Novel00184;NC_002745.2;1223597;1223961;-;365;-;-;-
SA_RS06125;-0.015826765;0.998919387;-0.249478826;0.821924575;0.334123842;0.999892985;0.202303615;0.850667337;-0.231651829;0.711263402;-0.347921258;0.999998795;0.222776268;0.972387664;-0.214966764;0.811531216;0.233074869;0.854979457;0.582875916;0.788880972;0.44363224;0.999777863;0.005084005;0.99503362;-0.135782366;0.999670027;-0.569802559;0.466308657;-0.448312357;0.24979215;rpsP;NC_002745.2;1224108;1224383;+;276;protein_coding;30S ribosomal protein S16 && PF00886:Ribosomal protein S16;-
SA_RS06130;-0.260017585;0.998919387;-0.704412689;0.558371098;-0.148481922;0.999892985;-0.871125096;0.46725634;-1.391307198;0.064203022;-0.108753598;0.999998795;-0.60792543;0.768468626;-1.128308605;0.098455533;0.444982847;0.718467699;0.556029088;0.839236482;-0.175437576;0.999777863;-0.697196543;0.388966467;-0.726760856;0.999670027;-1.243471184;0.106483917;-0.530069435;0.556962055;rimM;NC_002745.2;1224571;1225074;+;504;protein_coding;ribosome maturation factor RimM && PF05239:PRC-barrel domain|PF01782:RimM N-terminal domain;RimM
SA_RS06135;-0.157138131;0.998919387;-0.564678757;0.68756936;-0.187173498;0.999892985;-0.650549503;0.717174232;-0.813902474;0.323017961;0.031738984;0.999998795;-0.489798842;0.927553349;-0.652461982;0.461869518;0.408346455;0.787620889;0.378119768;0.92643781;-0.092249302;0.999777863;-0.260449086;0.765370227;-0.468533497;0.999670027;-0.630550285;0.508485469;-0.175434165;0.904120435;trmD;NC_002745.2;1225074;1225811;+;738;protein_coding;tRNA (guanosine(37)-N1)-methyltransferase TrmD && PF01746:tRNA (Guanine-1)-methyltransferase;-
SA_RS06140;0.009026259;0.998919387;-0.174724661;0.839216098;0.18266661;0.999892985;0.084560172;0.936496091;-0.019073001;0.976095351;-0.171399005;0.999998795;0.080017272;0.995565717;-0.029728903;0.990487643;0.184352916;0.889441794;0.357906229;0.849763006;0.252708194;0.999777863;0.141415545;0.869391599;-0.100351252;0.999670027;-0.202606928;0.80380893;-0.119779719;0.897078001;rplS;NC_002745.2;1225914;1226264;+;351;protein_coding;50S ribosomal protein L19 && PF01245:Ribosomal protein L19;-
SA_RS06150;0.327381061;0.930728234;0.701420322;0.025264315;0.090592759;0.999892985;0.202882298;0.689926603;0.651263461;0.013687425;0.235571954;0.999998795;-0.118299493;0.961481397;0.321855443;0.317365307;-0.373041207;0.42297084;-0.609208471;0.218466694;-0.50372221;0.582504308;-0.061976966;0.941292226;0.110094563;0.999670027;0.558404452;0.118882975;0.432899494;0.215387999;yfhO;NC_002745.2;1226508;1229114;-;2607;protein_coding;lipoteichoic acid-specific glycosyltransferase YfhO && PF09586:Bacterial membrane protein YfhO;-
SA_RS06155;-0.205795176;0.998919387;-0.56360701;0.139001894;-0.123199388;0.999892985;-0.472819452;0.368973551;-0.512946899;0.081879775;-0.081923539;0.999998795;-0.262206964;0.893886044;-0.308734512;0.437079701;0.356603666;0.566304728;0.43964991;0.595330872;0.086015146;0.999777863;0.038702892;0.971801855;-0.35065576;0.999670027;-0.390816329;0.339045584;-0.056324174;0.965515511;ylqF;NC_002745.2;1229515;1230399;+;885;protein_coding;ribosome biogenesis GTPase YlqF && PF01926:50S ribosome-binding GTPase;-
SA_RS06160;-0.107355616;0.998919387;-0.565891247;0.258108199;-0.04361671;0.999892985;-0.555767455;0.415874492;-0.686856839;0.08613128;-0.063805041;0.999998795;-0.444157958;0.614810943;-0.581189482;0.054891854;0.457901077;0.275409731;0.522837369;0.453173787;0.004435123;0.999777863;-0.133930904;0.819361606;-0.515162563;0.98169711;-0.64674589;0.116615046;-0.147532138;0.878550908;rnhB;NC_002745.2;1230383;1231150;+;768;protein_coding;ribonuclease HII && PF01351:Ribonuclease HII;-
SA_RS06165;-0.060451238;0.998919387;-0.1578516;0.939585244;-0.222839629;0.999892985;-0.358039701;0.798177174;-0.24881655;0.757101692;0.160680242;0.999998795;-0.2890509;0.949598807;-0.193244377;0.845658952;0.097606776;0.947497727;-0.063743671;0.995832088;-0.202829604;0.999777863;-0.101326897;0.922988566;-0.133919407;0.999670027;-0.026870019;0.974918412;0.088845051;0.933048626;sucC;NC_002745.2;1231259;1232425;+;1167;protein_coding;ADP-forming succinateCoA ligase subunit beta && PF00549:CoA-ligase|PF08442:ATP-grasp domain;-
Novel00185;1.301905606;1;-1.228250604;1;-0.279289208;0.999892985;0.939597069;1;0.754680264;1;1.576598857;0.783617703;-0.359310811;0.989089165;-0.559513838;1;2.520304632;1;0.944840689;1;2.147470588;0.995350951;1.970966217;1;1.212681487;1;1.029385578;1;-0.198629926;1;Novel00185;NC_002745.2;1231619;1233649;-;2031;-;PF02629:CoA binding domain|PF00549:CoA-ligase|PF08442:ATP-grasp domain;CoA_binding
SA_RS06170;0.009213105;0.998919387;-0.145313811;0.936459337;-0.137614165;0.999892985;-0.257453057;0.850822975;-0.235457224;0.750260588;0.145483574;0.999998795;-0.258875913;0.96303695;-0.249208584;0.787540931;0.15428843;0.907469136;0.008318858;0.999638153;-0.115356548;0.999777863;-0.100207982;0.903889317;-0.118890247;0.999670027;-0.098882368;0.890821411;0.002849405;0.995630803;sucD;NC_002745.2;1232447;1233355;+;909;protein_coding;succinateCoA ligase subunit alpha && PF00549:CoA-ligase|PF02629:CoA binding domain;CoA_binding
SA_RS06175;-0.087637244;0.998919387;-0.111310746;0.983801009;-0.163960387;0.999892985;-0.246249306;0.943687835;-0.410163558;0.811178222;0.076045639;0.999998795;-0.153455577;0.997001842;-0.317222802;0.893938405;0.021030759;0.994696026;-0.053885239;0.995832088;-0.13831989;0.999777863;-0.31030805;0.920289812;-0.086218462;0.999670027;-0.255441966;0.917058927;-0.182596608;0.965515511;lytN;NC_002745.2;1233582;1234700;+;1119;protein_coding;LysM peptidoglycan-binding domain-containing protein && PF01476:LysM domain|PF05257:CHAP domain;LysM
SA_RS06180;-0.180656985;0.998919387;-0.240267268;0.776047713;-0.24550089;0.999892985;-0.223651082;0.818534527;-0.134778883;0.83940337;0.065892885;0.999998795;-0.039434397;0.998335204;0.044016453;0.965898011;0.059676519;0.952794487;-0.004710337;0.999638153;0.00978697;0.999777863;0.09324865;0.923492798;0.018908804;0.999670027;0.107505322;0.90721106;0.074444534;0.949260456;fmhC;NC_002745.2;1234728;1235972;+;1245;protein_coding;FemA/FemB family glycyltransferase FmhC && PF02388:FemAB family;-
SA_RS06185;-0.307507232;0.998919387;-0.023843863;0.998245801;-0.046605577;0.999892985;-0.135490628;0.943687835;0.129037492;0.901737878;-0.261075;0.999998795;0.176907312;0.989089165;0.438084633;0.616873967;-0.284249207;0.830413189;-0.022667853;0.995832088;-0.120723922;0.999777863;0.14117941;0.90325032;-0.093918468;0.999670027;0.173270606;0.852072704;0.252897055;0.800548958;dprA;NC_002745.2;1236145;1237017;+;873;protein_coding;DNA-processing protein DprA && PF02481:DNA recombination-mediator protein A;SMF
SA_RS06190;-0.118592025;0.998919387;0.272036108;0.669655022;-0.017293271;0.999892985;0.482407127;0.415874492;1.038492869;0.015239329;-0.09976716;0.999998795;0.605078704;0.17818379;1.156019487;0.002145036;-0.390461435;0.353699143;-0.288938774;0.895766179;0.202326646;0.999777863;0.754630173;0.124105628;0.496136192;0.999670027;1.054956015;0.043318433;0.543799868;0.332416811;topA;NC_002745.2;1237191;1239266;+;2076;protein_coding;type I DNA topoisomerase && PF01751:Toprim domain|PF01131:DNA topoisomerase|PF01396:Topoisomerase DNA binding C4 zinc finger;Topoisom_bac
Novel00186;-2.130704486;1;-0.925638285;1;-1.045216234;0.999892985;-0.983426006;1;-0.33163675;1;-1.074478562;1;1.164857269;0.933184889;1.787587891;1;-1.205777159;1;-0.127729009;1;-0.056139091;0.999777863;0.576560488;1;0.069269184;1;0.717803301;1;0.625870464;1;Novel00186;NC_002745.2;1237562;1237637;-;76;-;-;-
Novel00187;-0.45866629;1;-0.501343653;1;-1.570498573;1;0.310277988;1;1.956392768;1;1.122760794;1;0.764548735;1;2.413665605;1;0.05313169;1;-1.076449167;1;0.82046009;0.999777863;2.475247656;1;1.877361963;1;3.539319776;1;1.632928955;1;Novel00187;NC_002745.2;1238059;1238490;-;432;-;PF01131:DNA topoisomerase;Topoisom_bac
Novel00188;-0.113099585;1;-3.38079448;1;-1.101724343;1;-1.045765128;1;-0.574827993;1;0.997101039;1;-0.930569351;1;-0.466618051;1;3.280976751;1;2.268328537;1;2.343801248;0.999777863;2.84843487;1;0.058329259;1;0.564418368;1;0.456334459;1;Novel00188;NC_002745.2;1238641;1239080;-;440;-;PF01131:DNA topoisomerase|PF01396:Topoisomerase DNA binding C4 zinc finger;zf-C4_Topoisom
SA_RS06195;-0.090458733;0.998919387;0.285959028;0.707170762;0.002308478;0.999892985;0.276700105;0.776339248;0.597109783;0.20984488;-0.09057517;0.999998795;0.370570565;0.753383376;0.686663547;0.098455533;-0.375678918;0.550062434;-0.283225939;0.9100357;-0.017326358;0.999777863;0.298836308;0.649455741;0.270755046;0.999670027;0.59432444;0.309569659;0.308546106;0.65160397;trmFO;NC_002745.2;1239422;1240729;+;1308;protein_coding;methylenetetrahydrofolatetRNA-(uracil(54)-C(5))-methyltransferase (FADH(2)-oxidizing) TrmFO && PF01134:Glucose inhibited division protein A;-
Novel00189;-0.53585694;1;-1.371775338;1;-0.834290113;0.999892985;-1.400370317;1;-1.216875611;1;0.318824377;1;-0.855958703;0.947106603;-0.660483021;1;0.842837644;1;0.539825662;1;-0.023510521;0.999777863;0.180961358;1;-0.537876321;1;-0.304452703;1;0.17229059;1;Novel00189;NC_002745.2;1239641;1240901;-;1261;-;PF01134:Glucose inhibited division protein A;-
SA_RS06200;0.128335226;0.998919387;0.451269774;0.122505751;0.158048015;0.999892985;0.562680897;0.145890533;1.001660686;0.000648757;-0.03027593;0.999998795;0.441321998;0.454724327;0.871660887;0.004393748;-0.322684869;0.3952586;-0.29251342;0.531417353;0.105776079;0.999777863;0.539446023;0.167289709;0.403108452;0.882685956;0.842142639;0.006970181;0.423312976;0.400595163;xerC;NC_002745.2;1241147;1242043;+;897;protein_coding;tyrosine recombinase XerC && PF00589:Phage integrase family|PF02899:Phage integrase, N-terminal SAM-like domain;Phage_integrase
Novel00190;-0.475824883;1;-0.6234874;1;-0.736979872;0.999892985;-0.093394343;1;1.02891841;1;0.275367071;1;0.38545347;0.989089165;1.502176391;1;0.152759857;1;-0.114047677;1;0.538400407;0.999777863;1.650027178;1;0.643967341;1;1.779556408;1;1.109483674;1;Novel00190;NC_002745.2;1242016;1243977;-;1962;-;PF10431:C-terminal, D2-small domain, of ClpB protein|PF07724:AAA domain (Cdc48 subfamily)|PF00004:ATPase family associated with various cellular activities (AAA)|PF00227:Proteasome subunit;Proteasome
SA_RS06205;0.042865506;0.998919387;0.519227194;0.050262787;0.234998854;0.957901974;0.466633938;0.171277267;1.117767204;0.009852222;-0.192578458;0.999998795;0.429107244;0.535240684;1.071657512;0.029679467;-0.476418028;0.287888185;-0.283186486;0.580018666;-0.058821166;0.999777863;0.586575771;0.439299327;0.229364594;0.999670027;0.880916186;0.078558843;0.635871937;0.336286396;hslV;NC_002745.2;1242040;1242585;+;546;protein_coding;ATP-dependent protease subunit HslV && PF00227:Proteasome subunit;Proteasome
SA_RS06210;0.032679047;0.998919387;0.527880833;0.117665785;0.119628331;0.999892985;0.266091742;0.451602775;0.827927861;0.007772741;-0.087506263;0.999998795;0.239316523;0.789829993;0.793639824;0.021502462;-0.49426584;0.251976037;-0.40656684;0.461388849;-0.267493385;0.999777863;0.288602299;0.657829812;0.143876484;0.999670027;0.706615039;0.045448164;0.546735909;0.182525964;hslU;NC_002745.2;1242651;1244054;+;1404;protein_coding;ATP-dependent protease ATPase subunit HslU && PF00004:ATPase family associated with various cellular activities (AAA)|PF10431:C-terminal, D2-small domain, of ClpB protein|PF07724:AAA domain (Cdc48 subfamily);AAA
SA_RS06215;0.025899201;0.998919387;0.58388217;0.183971217;0.150539327;0.999892985;0.267510945;0.44307102;0.439852502;0.112123407;-0.125595637;0.999998795;0.248218449;0.753970478;0.412038108;0.19459393;-0.556574878;0.288069173;-0.431141349;0.578021978;-0.321546862;0.999777863;-0.156608299;0.848793648;0.11455252;0.999670027;0.286717609;0.38625516;0.155824728;0.770956615;codY;NC_002745.2;1244079;1244852;+;774;protein_coding;GTP-sensing pleiotropic transcriptional regulator CodY && PF08222:CodY helix-turn-helix domain|PF06018:CodY GAF-like domain;CodY
Novel00191;1.741987027;1;1.87004047;1;1.667240944;1;1.580576146;1;1.427494157;1;0.085292685;1;-0.160183539;0.998335204;-0.323388206;1;-0.122297988;1;-0.202155162;1;-0.299599829;0.999777863;-0.457965508;1;-0.082859234;1;-0.231078353;1;-0.177796704;1;Novel00191;NC_002745.2;1244089;1244966;-;878;-;PF08222:CodY helix-turn-helix domain|PF06018:CodY GAF-like domain;CodY
SA_RS06220;-0.220974361;0.998919387;0.128220142;0.964690353;0.006870716;0.999892985;-0.555598837;0.65731346;-0.177283307;0.873171537;-0.229920655;0.999998795;-0.328797972;0.939742684;0.03860454;0.990198139;-0.34783689;0.806754964;-0.118157407;0.985512951;-0.690607148;0.999777863;-0.320204235;0.871161544;-0.564131804;0.999670027;-0.188296812;0.874579748;0.364387952;0.838823197;ABD30332.1;NC_002745.2;1244926;1245000;+;75;protein_coding;hypothetical protein && -;-
SA_RS06225;-0.208268308;0.998919387;-0.53921927;0.465819678;-0.071091165;0.999892985;-0.434236627;0.701233035;-0.364011606;0.502513396;-0.136226083;0.999998795;-0.220556737;0.98440125;-0.154944794;0.873792593;0.329836313;0.768285034;0.468098482;0.820759804;0.09853437;0.999777863;0.160601215;0.819361606;-0.366112051;0.999670027;-0.295223816;0.699406652;0.054212032;0.965515511;rpsB;NC_002745.2;1245199;1245966;+;768;protein_coding;30S ribosomal protein S2 && PF00318:Ribosomal protein S2;-
Novel00192;0.165329246;1;-0.139750638;1;-0.425021279;0.999892985;-0.005926634;1;0.100168717;1;0.591364877;0.999998795;-0.169123062;0.991240952;-0.06725569;1;0.299906335;1;-0.287071926;1;0.120947897;0.999777863;0.221013469;1;0.415750181;1;0.525455387;1;0.08783078;1;Novel00192;NC_002745.2;1245453;1247420;-;1968;-;PF00696:Amino acid kinase family|PF00318:Ribosomal protein S2|PF00889:Elongation factor TS;AA_kinase
SA_RS06230;-0.343926819;0.998919387;-0.407143118;0.659785679;-0.146750345;0.999892985;-0.527333021;0.644658697;-0.653952451;0.236472573;-0.195948229;0.999998795;-0.178906921;0.989089165;-0.309208271;0.711741314;0.063889035;0.968865284;0.261637646;0.913170291;-0.126144585;0.999777863;-0.260306949;0.634592859;-0.383770722;0.999670027;-0.508134925;0.371643367;-0.14081661;0.904120435;ABD30334.1;NC_002745.2;1246000;1246113;+;114;protein_coding;hypothetical protein && -;-
SA_RS06235;-0.023317722;0.998919387;-0.046064979;0.966004157;0.079861901;0.999892985;0.04033427;0.955644053;0.168314006;0.74457592;-0.103164157;0.999998795;0.069081319;0.989089165;0.189851353;0.736253739;0.02240731;0.973385852;0.126488705;0.933026085;0.080302703;0.999777863;0.202619202;0.773147106;-0.042124724;0.999670027;0.086015019;0.906311188;0.111504274;0.903673825;tsf;NC_002745.2;1246148;1247029;+;882;protein_coding;translation elongation factor Ts && PF00889:Elongation factor TS;-
SA_RS06240;-0.354643777;0.998919387;-0.034368163;0.995611826;0.191275593;0.999892985;-0.201203311;0.870757279;-0.196201227;0.723490436;-0.545749277;0.896705959;0.157918622;0.989089165;0.158124027;0.831387575;-0.322727701;0.750426928;0.224396804;0.954632481;-0.172581986;0.999777863;-0.173242276;0.875925756;-0.395104397;0.999670027;-0.391278349;0.567622733;-0.010774459;0.990537701;pyrH;NC_002745.2;1247166;1247888;+;723;protein_coding;UMP kinase && PF00696:Amino acid kinase family;AA_kinase
SA_RS06245;-0.215638998;0.998919387;0.057583683;0.941356523;0.039382061;0.999892985;-0.350580206;0.418215865;-0.205231781;0.47786586;-0.254553831;0.999998795;-0.129945814;0.974594385;0.008937377;0.991687136;-0.273464383;0.577078902;-0.01775206;0.995832088;-0.413514348;0.828856407;-0.275095168;0.512568529;-0.392019285;0.999670027;-0.246532517;0.634411455;0.130028479;0.856321942;frr;NC_002745.2;1247907;1248461;+;555;protein_coding;ribosome recycling factor && PF01765:Ribosome recycling factor;-
Novel00193;1.587693666;1;0.022100439;1;-0.097929285;1;1.211107884;1;;;1.681270464;1;-0.368738373;1;-2.357086998;1;1.56287897;1;-0.119644212;1;1.175993263;0.999777863;;;1.300145579;1;;;-1.985286508;1;Novel00193;NC_002745.2;1248215;1248703;-;489;-;PF01765:Ribosome recycling factor;-
SA_RS06250;-0.01281802;0.998919387;-0.209037159;0.757756666;-0.21659079;0.999892985;-0.343552837;0.651422441;0.518299169;0.307101416;0.20374052;0.999998795;-0.326540617;0.825655775;0.528825673;0.330018216;0.194984828;0.791320353;-0.007471015;0.999638153;-0.140185202;0.999777863;0.714608189;0.242285544;-0.129944039;0.999670027;0.730581473;0.221347244;0.845246842;0.130375379;ABD30338.1;NC_002745.2;1248834;1249604;+;771;protein_coding;isoprenyl transferase && PF01255:Putative undecaprenyl diphosphate synthase;Prenyltransf
SA_RS06255;-0.331099423;0.998919387;-0.237023064;0.864601299;0.012407697;0.999892985;-0.1312221;0.921796805;0.281729775;0.595684837;-0.342859804;0.999998795;0.204207858;0.961481397;0.612686252;0.124116186;-0.09750081;0.941412425;0.247592305;0.962835662;0.097857138;0.999777863;0.50486655;0.561450947;-0.147371695;0.999670027;0.264411025;0.789590354;0.397812714;0.539713889;ABD30339.1;NC_002745.2;1249611;1250393;+;783;protein_coding;phosphatidate cytidylyltransferase && PF01148:Cytidylyltransferase family;-
SA_RS06260;0.110626606;0.998919387;0.313245825;0.584428238;-0.080557216;0.999892985;0.08173202;0.92433205;0.653201085;0.143092968;0.192188288;0.999998795;-0.02387905;0.998335204;0.538971975;0.319151214;-0.201545572;0.796758802;-0.392537123;0.639361938;-0.236887572;0.999777863;0.32833829;0.703730247;0.161172342;0.999670027;0.734111466;0.120241659;0.556090855;0.375486736;rseP;NC_002745.2;1250605;1251891;+;1287;protein_coding;RIP metalloprotease RseP && PF13180:PDZ domain|PF02163:Peptidase family M50;Peptidase_M50
SA_RS06265;0.233578015;0.998919387;0.488271298;0.187306423;0.072236895;0.999892985;0.284042516;0.581366252;0.818440464;0.026110688;0.162025737;0.999998795;0.05431775;0.993095108;0.580812611;0.211622383;-0.253786443;0.714500838;-0.414656687;0.543709894;-0.210621272;0.999777863;0.317579888;0.657226798;0.209160629;0.999670027;0.744857046;0.083708007;0.519707113;0.343318089;proS;NC_002745.2;1251911;1253614;+;1704;protein_coding;prolinetRNA ligase && PF04073:Aminoacyl-tRNA editing domain|PF00587:tRNA synthetase class II core domain (G, H, P, S and T)|PF03129:Anticodon binding domain;tRNA-synt_2b
Novel00194;0.087164799;1;0.581017571;1;0.107037415;1;-1.434041872;1;-0.166964019;1;-0.000673787;1;-1.531312889;1;-0.259582795;1;-0.481643109;1;-0.479262341;1;-2.019751998;0.999777863;-0.75008183;1;-1.539847421;1;-0.268867913;1;1.261675834;1;Novel00194;NC_002745.2;1252352;1252817;-;466;-;PF00587:tRNA synthetase class II core domain (G, H, P, S and T)|PF04073:Aminoacyl-tRNA editing domain;tRNA-synt_2b
Novel00195;-0.19115355;1;0.691964768;1;0.037091935;0.999892985;-0.626321812;1;0.610046447;1;-0.221167407;1;-0.441210878;0.989089165;0.803195093;1;-0.88315241;1;-0.654677374;1;-1.325601419;0.999777863;-0.089874586;1;-0.677307899;1;0.589515787;1;1.260474456;1;Novel00195;NC_002745.2;1252901;1253248;-;348;-;PF00587:tRNA synthetase class II core domain (G, H, P, S and T);tRNA-synt_2b
SA_RS06270;-0.073029528;0.998919387;0.346573742;0.480396507;-0.070358158;0.999892985;0.094881152;0.903919354;0.147286773;0.752845121;-0.00195555;0.999998795;0.172710628;0.939394891;0.219149379;0.673936565;-0.41855371;0.438048341;-0.415776504;0.679847012;-0.25761577;0.999777863;-0.211753633;0.752203731;0.162204435;0.999670027;0.214895317;0.719929181;0.037858545;0.966255393;polC;NC_002745.2;1253878;1258188;+;4311;protein_coding;DNA polymerase III subunit alpha && PF14480:DNA polymerase III polC-type N-terminus I|PF11490:DNA polymerase III polC-type N-terminus II|PF14579:Helix-hairpin-helix motif|PF07733:Bacterial DNA polymerase III alpha subunit|PF00929:Exonuclease|PF02811:PHP domain;Exonuc_X-T
SA_RS06275;-0.345333018;0.998919387;-0.17718827;0.896717994;0.035196574;0.999892985;-0.073816757;0.960367331;-0.066215422;0.915403118;-0.380929741;0.999998795;0.277858795;0.961481397;0.279990235;0.673814026;-0.171810645;0.900274602;0.210757868;0.975010703;0.098165529;0.999777863;0.098623084;0.94279297;-0.111349392;0.999670027;-0.107197161;0.927202135;-0.010510571;0.990785476;rimP;NC_002745.2;1258478;1258945;+;468;protein_coding;ribosome maturation factor RimP && PF02576:Putative ribosome maturation factor RimP;-
SA_RS06280;-0.305173188;0.998919387;-0.038718307;0.992062401;0.101936967;0.999892985;-0.082241093;0.952569172;-0.127655253;0.83940337;-0.406808641;0.999998795;0.228456755;0.972387664;0.178882052;0.823151615;-0.26801561;0.793275021;0.140081719;0.978319004;-0.048780063;0.999777863;-0.100093263;0.922034315;-0.186937009;0.999670027;-0.233618849;0.79854306;-0.061196858;0.965515511;nusA;NC_002745.2;1258966;1260141;+;1176;protein_coding;transcription termination factor NusA && PF13184:NusA-like KH domain|PF08529:NusA N-terminal domain;-
Novel00196;2.009983388;1;;;;;;;2.874970074;1;2.106280129;1;-2.086119959;1;0.857740107;1;1.985379498;1;;;;;2.84843487;1;;;2.974516575;1;2.939391253;1;Novel00196;NC_002745.2;1259675;1259843;-;169;-;PF13184:NusA-like KH domain;-
SA_RS06285;-0.368711453;0.998919387;0.064181556;0.979264627;0.202886652;0.999892985;-0.146915369;0.933067044;-0.124926213;0.860723745;-0.572082675;0.896705959;0.226322037;0.97801482;0.243197632;0.716868937;-0.434955398;0.612722064;0.138418126;0.978319004;-0.216746259;0.999777863;-0.201444435;0.820908649;-0.353195531;0.999670027;-0.33291683;0.656768542;0.005348222;0.99524523;ABD30345.1;NC_002745.2;1260162;1260446;+;285;protein_coding;YlxR family protein && PF04296:Protein of unknown function (DUF448);-
